BorrowerAPR,CreditScoreRangeUpper,CurrentCreditLines,TotalInquiries,BankcardUtilization,DebtToIncomeRatio
.137340,679,7,9.000000,.360000,.180000
.129920,739,6,3.000000,.410000,.120000
.387450,679,2,1.000000,.000000,.060000
.127820,839,6,.000000,.090000,.340000
.356430,739,7,2.000000,.970000,.330000
.181360,759,8,2.000000,.170000,.210000
.136970,719,20,7.000000,.480000,.290000
.236820,679,3,3.000000,.700000,.020000
.142430,719,19,3.000000,.400000,.270000
.288480,719,4,.000000,.940000,.190000
.263330,659,13,5.000000,.820000,.350000
.303770,699,9,13.000000,.470000,.240000
.131890,719,15,4.000000,.680000,.280000
.163240,679,7,3.000000,.800000,.170000
.184260,699,14,2.000000,.730000,.210000
.380580,699,6,.000000,.840000,
.222830,739,9,6.000000,.170000,.410000
.120810,799,19,3.000000,.300000,
.233930,719,22,7.000000,.630000,.180000
.357970,679,9,7.000000,1.030000,.110000
.305320,719,7,4.000000,.580000,.330000
.357970,719,17,15.000000,.110000,
.339730,699,7,5.000000,.950000,
.134130,679,13,5.000000,.460000,.160000
.357970,699,9,6.000000,.190000,.320000
.143480,739,5,2.000000,.770000,.030000
.166620,739,10,2.000000,.540000,.270000
.204360,719,20,2.000000,.820000,.220000
.248220,799,21,5.000000,.380000,.130000
.183160,679,9,2.000000,.570000,.260000
.316270,719,10,23.000000,.920000,.240000
.222830,719,6,1.000000,.990000,.160000
.142060,679,19,3.000000,.730000,.210000
.233180,679,8,5.000000,.440000,.180000
.356430,679,5,2.000000,.210000,.150000
.387230,639,5,5.000000,.830000,
.299980,699,20,6.000000,.500000,.290000
.276370,719,9,3.000000,.620000,.320000
.293410,759,10,4.000000,.620000,.200000
.356430,719,4,3.000000,.650000,.250000
.123090,799,9,4.000000,.390000,.200000
.173590,779,13,1.000000,.570000,.180000
.219040,679,12,4.000000,.550000,.190000
.357970,699,1,9.000000,.000000,.080000
.122740,739,15,3.000000,.760000,.290000
.346210,679,7,2.000000,.850000,.210000
.254240,659,6,5.000000,.920000,.100000
.208080,679,17,2.000000,.810000,.300000
.192360,719,17,2.000000,.500000,.450000
.090300,799,8,3.000000,.050000,.140000
.063770,799,9,1.000000,.290000,.110000
.229080,699,10,2.000000,.560000,.290000
.196300,719,10,9.000000,.410000,.120000
.124270,819,12,2.000000,.150000,.250000
.310530,659,11,5.000000,.660000,.150000
.248560,679,9,3.000000,.970000,.160000
.353560,659,10,7.000000,.450000,.190000
.170900,679,7,2.000000,.180000,.120000
.310320,679,11,1.000000,.950000,.440000
.222260,739,17,7.000000,.640000,.180000
.190880,739,13,1.000000,.920000,.260000
.353560,679,11,2.000000,.960000,.490000
.202170,679,5,5.000000,.830000,.210000
.260470,719,12,6.000000,.680000,.270000
.261280,659,11,6.000000,.350000,.210000
.324460,659,8,4.000000,.870000,.090000
.211660,679,7,3.000000,.520000,.200000
.117660,839,16,1.000000,.050000,.570000
.356430,739,14,7.000000,.700000,.270000
.142060,699,9,2.000000,.750000,.230000
.226010,739,12,1.000000,.880000,
.195010,719,9,2.000000,.900000,
.335530,679,1,4.000000,.140000,.070000
.229080,719,11,2.000000,.950000,.290000
.336080,699,22,7.000000,.620000,.260000
.219450,719,13,6.000000,.820000,.290000
.181730,719,5,2.000000,.680000,.210000
.305320,759,7,6.000000,.170000,.280000
.214740,659,6,1.000000,.950000,.290000
.153240,759,10,3.000000,.470000,.100000
.131380,759,11,7.000000,.570000,.250000
.130680,799,10,1.000000,.060000,.160000
.296000,639,7,2.000000,.980000,.120000
.295460,679,5,.000000,.910000,.170000
.357970,699,11,5.000000,.720000,
.302850,719,13,2.000000,.410000,.220000
.317090,699,27,15.000000,.330000,.470000
.184260,739,16,4.000000,.700000,.370000
.288990,699,8,7.000000,.310000,.190000
.313750,739,10,3.000000,.400000,
.126910,759,9,2.000000,.510000,.140000
.181730,739,7,.000000,.530000,.180000
.205240,679,7,7.000000,.660000,.150000
.120810,699,11,.000000,.710000,.260000
.325380,659,10,5.000000,.900000,.140000
.250130,699,14,7.000000,.510000,.460000
.385690,679,1,6.000000,1.050000,.190000
.257810,679,12,3.000000,.750000,
.184790,679,10,12.000000,.820000,.120000
.287800,639,17,4.000000,.970000,.170000
.248560,659,9,2.000000,.640000,.270000
.206790,679,11,1.000000,.920000,.410000
.330400,639,7,7.000000,.680000,.280000
.083410,839,9,4.000000,.070000,.090000
.317900,719,11,3.000000,.610000,.340000
.200810,759,14,7.000000,.710000,.370000
.310530,719,7,7.000000,.430000,.040000
.163240,679,5,5.000000,.080000,.260000
.210250,759,6,.000000,.050000,.230000
.212900,679,6,7.000000,.730000,.100000
.181360,739,8,.000000,.990000,.230000
.356430,679,4,2.000000,.920000,.420000
.252590,699,11,5.000000,.950000,.120000
.287800,699,9,2.000000,.680000,.210000
.083250,799,15,2.000000,.580000,.060000
.273080,699,12,2.000000,.910000,.510000
.137990,719,18,8.000000,.580000,.350000
.247580,719,11,2.000000,.560000,
.204620,739,12,9.000000,.540000,.100000
.295370,699,20,11.000000,.400000,.430000
.358380,619,4,.000000,.000000,.100000
.210250,719,10,7.000000,.970000,.240000
.294640,659,16,24.000000,.570000,.210000
.144460,759,7,1.000000,.860000,
.345880,679,14,.000000,.950000,.400000
.251020,739,12,1.000000,.940000,.370000
.221400,699,5,7.000000,.590000,.200000
.293340,739,8,3.000000,.000000,.140000
.158440,779,12,4.000000,.280000,.150000
.345880,659,7,9.000000,.560000,.400000
.306970,679,8,2.000000,.680000,.340000
.205930,759,10,5.000000,.150000,
.357970,679,6,9.000000,.910000,.080000
.207160,779,15,3.000000,1.040000,.290000
.356430,759,4,.000000,.180000,
.182750,719,22,18.000000,.000000,.200000
.196450,779,6,4.000000,.000000,.460000
.382960,719,5,15.000000,.920000,.200000
.112960,759,9,2.000000,.430000,.130000
.288510,719,9,4.000000,.470000,.270000
.088290,879,10,1.000000,.140000,.080000
.137340,699,9,3.000000,.600000,.110000
.240360,659,6,.000000,.930000,.220000
.342960,619,15,21.000000,.660000,.460000
.187250,739,13,2.000000,.630000,.180000
.100380,799,11,2.000000,.070000,.110000
.225750,699,6,5.000000,.740000,.280000
.242520,659,4,5.000000,.830000,.040000
.247020,719,11,11.000000,.430000,.230000
.164990,719,7,3.000000,.430000,
.257890,699,22,3.000000,.910000,
.087920,819,7,.000000,.430000,.260000
.332150,659,5,.000000,.950000,.260000
.067260,819,9,9.000000,.050000,
.205930,799,19,3.000000,.380000,.270000
.125320,799,5,.000000,.150000,.150000
.292400,679,11,7.000000,.380000,.480000
.261490,679,3,4.000000,.720000,.100000
.330400,719,4,3.000000,.270000,.120000
.132200,779,11,3.000000,.050000,.220000
.268770,679,12,6.000000,.810000,.240000
.357970,699,9,10.000000,.650000,.230000
.214340,679,5,.000000,.710000,.190000
.258360,739,6,4.000000,.690000,.410000
.188370,699,7,1.000000,.980000,.080000
.353560,679,10,5.000000,.900000,.250000
.156290,739,15,3.000000,.650000,
.295100,659,7,13.000000,.810000,.170000
.293710,719,9,13.000000,.680000,.260000
.067260,819,12,2.000000,.080000,.160000
.204620,739,3,6.000000,.070000,.120000
.272460,759,14,4.000000,.300000,
.181830,759,14,3.000000,.820000,.480000
.203580,739,8,2.000000,.070000,
.257810,679,16,12.000000,.520000,.290000
.353560,679,13,4.000000,.880000,.260000
.295880,679,7,2.000000,.490000,.290000
.206260,659,9,5.000000,.970000,.180000
.242820,659,7,7.000000,.220000,.170000
.206260,779,5,2.000000,.930000,.190000
.353560,719,20,1.000000,.520000,.650000
.338640,639,16,2.000000,.930000,.150000
.097360,759,10,4.000000,.670000,.180000
.198590,679,5,2.000000,.000000,.220000
.356430,699,9,3.000000,.980000,.550000
.357970,719,9,3.000000,.440000,.220000
.192210,719,15,5.000000,.590000,.410000
.329580,679,11,7.000000,.990000,.110000
.219450,699,4,2.000000,.000000,.090000
.084410,839,15,7.000000,.020000,.150000
.153240,759,17,12.000000,.350000,.110000
.276230,659,18,5.000000,.790000,.350000
.295100,679,0,3.000000,.000000,.060000
.121170,699,7,.000000,.840000,.150000
.235300,679,6,2.000000,.870000,.150000
.146570,819,7,5.000000,.430000,.160000
.183160,759,8,4.000000,.150000,.530000
.131890,739,7,4.000000,.640000,.150000
.295670,659,5,11.000000,.780000,.190000
.193640,719,8,6.000000,.400000,.170000
.224560,699,29,3.000000,.770000,.410000
.323210,739,10,.000000,.960000,.360000
.293410,679,14,11.000000,.830000,.190000
.146570,799,11,1.000000,.420000,.300000
.295370,699,10,.000000,.990000,.340000
.125280,759,18,7.000000,.620000,.300000
.268870,679,2,3.000000,.700000,.080000
.233180,679,7,6.000000,.980000,.140000
.079900,739,12,3.000000,.330000,.140000
.226010,679,16,10.000000,.840000,.270000
.293710,779,13,1.000000,.000000,.450000
.210250,699,9,5.000000,.840000,.300000
.191080,739,9,2.000000,.300000,.200000
.158330,739,2,.000000,.000000,.110000
.247580,759,7,7.000000,.580000,.210000
.353560,639,47,21.000000,.710000,.560000
.247580,699,14,3.000000,.940000,.120000
.352850,719,10,18.000000,.170000,.240000
.148570,759,10,1.000000,.340000,.380000
.317900,639,3,5.000000,.980000,.120000
.223540,719,12,4.000000,.970000,.240000
.097360,799,12,10.000000,.490000,.200000
.158330,739,11,5.000000,.400000,.210000
.152230,719,10,4.000000,.620000,.270000
.195400,679,10,5.000000,.550000,.190000
.346210,659,4,1.000000,.970000,.090000
.198590,659,7,2.000000,.440000,.200000
.234620,739,15,5.000000,.590000,.240000
.098370,759,13,1.000000,.700000,.160000
.224660,719,16,2.000000,.580000,.550000
.085310,739,13,7.000000,.380000,.290000
.198590,739,8,3.000000,.640000,.300000
.295100,739,8,5.000000,.590000,
.252590,659,9,3.000000,.930000,.170000
.211660,679,6,3.000000,.940000,.230000
.357970,699,4,4.000000,.590000,.210000
.142490,779,8,6.000000,.000000,
.126630,799,5,.000000,.340000,.180000
.225490,719,6,1.000000,.990000,.180000
.242460,719,14,.000000,.500000,
.210250,679,9,5.000000,.460000,
.274620,699,12,12.000000,.480000,.140000
.352440,699,11,4.000000,.880000,.190000
.214340,699,8,1.000000,.210000,.110000
.227430,719,5,11.000000,.180000,.280000
.288990,659,7,5.000000,.880000,.120000
.132270,739,29,3.000000,.630000,.290000
.324460,679,12,5.000000,.730000,.450000
.200400,679,11,8.000000,.980000,.150000
.186330,719,11,6.000000,.580000,.430000
.195460,679,1,1.000000,.420000,.040000
.210250,679,9,10.000000,.530000,.140000
.346140,659,11,3.000000,.940000,.090000
.247830,679,18,3.000000,.630000,
.283390,679,8,2.000000,.990000,.180000
.318480,719,15,8.000000,.380000,.310000
.283860,699,11,2.000000,.980000,.400000
.221350,659,17,3.000000,.920000,.270000
.250130,699,17,2.000000,.700000,.290000
.149650,679,16,14.000000,.330000,.230000
.310530,659,1,.000000,.990000,.120000
.295100,759,19,4.000000,.890000,.600000
.357970,679,4,10.000000,.420000,.130000
.234380,739,19,11.000000,.900000,.260000
.295370,659,7,9.000000,.230000,.080000
.195460,719,13,1.000000,.540000,.120000
.357970,739,13,5.000000,.750000,.530000
.230320,679,5,15.000000,.940000,.130000
.199880,699,5,4.000000,.950000,.160000
.206260,739,22,6.000000,.160000,.410000
.358580,719,8,2.000000,.440000,
.348870,699,7,9.000000,1.030000,.210000
.312420,639,14,14.000000,.780000,.410000
.357970,679,3,.000000,.420000,.180000
.317900,659,14,2.000000,.910000,.850000
.313750,699,1,.000000,.000000,.110000
.203580,759,10,1.000000,.700000,.240000
.339730,679,10,10.000000,.940000,.280000
.200400,679,9,6.000000,1.020000,.210000
.223540,699,18,4.000000,.990000,.430000
.357970,679,3,6.000000,.050000,
.103450,759,1,.000000,.000000,.030000
.293410,679,16,4.000000,.780000,.340000
.305320,759,12,10.000000,.040000,.390000
.305320,699,6,1.000000,.640000,.400000
.163240,679,7,3.000000,.490000,.220000
.358380,659,10,3.000000,.860000,.390000
.200400,679,12,2.000000,.970000,.300000
.193640,719,7,3.000000,.480000,.140000
.313750,719,5,2.000000,.000000,.070000
.357970,719,12,16.000000,.450000,.190000
.274620,699,3,3.000000,.310000,.110000
.314200,779,1,4.000000,.000000,.120000
.175220,759,12,15.000000,.470000,.170000
.357970,699,11,.000000,.980000,.260000
.178020,759,8,3.000000,.520000,.380000
.173590,699,23,2.000000,.620000,.330000
.202000,719,5,3.000000,.380000,.060000
.158030,759,12,.000000,.520000,.230000
.176110,739,9,1.000000,.190000,.210000
.265280,739,3,7.000000,.000000,.090000
.246140,679,9,6.000000,.750000,
.287800,679,23,9.000000,.810000,.450000
.200400,739,16,12.000000,.810000,.270000
.192360,719,11,9.000000,.690000,.260000
.305320,659,8,4.000000,.590000,.220000
.090650,759,7,9.000000,.370000,.200000
.149650,719,11,3.000000,.000000,
.357970,679,13,3.000000,.740000,.290000
.319750,659,4,3.000000,.950000,.040000
.218220,759,13,1.000000,.780000,.230000
.068280,859,15,6.000000,.080000,.180000
.330970,719,7,5.000000,.680000,
.274620,719,6,5.000000,.410000,
.263330,659,9,4.000000,.740000,.280000
.284080,699,14,9.000000,.920000,.190000
.171890,679,8,6.000000,.600000,.200000
.190290,679,11,3.000000,.570000,.070000
.285740,699,9,5.000000,.910000,
.203980,699,7,5.000000,.770000,.170000
.144530,739,15,.000000,.640000,.320000
.203470,719,9,8.000000,.950000,.240000
.356430,719,10,2.000000,.990000,.260000
.292540,659,10,11.000000,.450000,.160000
.227120,759,15,8.000000,.540000,.090000
.198590,679,8,.000000,.480000,.420000
.223620,679,5,2.000000,.510000,.470000
.357970,739,4,8.000000,.170000,.170000
.159360,779,1,1.000000,.030000,.090000
.326140,679,6,11.000000,.000000,.090000
.214340,699,14,5.000000,.600000,.150000
.203210,679,8,1.000000,.930000,.180000
.236560,699,9,.000000,.760000,.160000
.162590,759,7,2.000000,.310000,.370000
.144090,739,6,12.000000,.090000,.130000
.127820,819,8,6.000000,.590000,.090000
.189130,699,19,6.000000,.160000,.370000
.263330,659,8,.000000,.730000,.170000
.286750,759,10,9.000000,.370000,.180000
.357970,719,3,.000000,.900000,.990000
.257180,699,7,2.000000,.220000,.370000
.243020,699,9,5.000000,.750000,.430000
.138360,759,12,3.000000,.330000,.220000
.175220,739,8,.000000,.630000,.340000
.210250,739,9,2.000000,.370000,.260000
.357970,739,3,4.000000,.580000,
.268770,679,9,6.000000,.930000,.350000
.353560,659,7,3.000000,.970000,.320000
.357970,699,9,3.000000,.970000,.280000
.176110,719,10,2.000000,.910000,.370000
.124000,719,19,2.000000,.520000,.360000
.205240,679,11,10.000000,.320000,
.277760,699,10,13.000000,.810000,.480000
.214340,679,1,2.000000,.910000,.040000
.103750,739,7,1.000000,.510000,.190000
.283390,699,15,7.000000,.900000,.310000
.199210,739,7,5.000000,.500000,.170000
.094340,719,8,4.000000,.470000,.210000
.153240,779,3,1.000000,.000000,.330000
.357970,719,9,12.000000,.630000,.120000
.205240,719,26,7.000000,.480000,.510000
.291070,659,14,7.000000,.300000,.220000
.216870,739,2,1.000000,.010000,.060000
.115630,759,25,13.000000,.250000,.220000
.144940,799,4,1.000000,.300000,.190000
.160560,799,12,5.000000,.110000,.140000
.092320,859,29,4.000000,.140000,.150000
.083250,819,7,2.000000,.310000,.230000
.214340,759,11,2.000000,.800000,.380000
.193230,719,10,3.000000,.730000,.230000
.407450,659,7,1.000000,.990000,.290000
.144460,699,11,2.000000,.000000,.110000
.289740,779,5,13.000000,.420000,.110000
.188520,779,11,3.000000,.690000,.350000
.167320,679,12,1.000000,.880000,.300000
.219450,719,9,7.000000,.420000,
.142060,719,8,3.000000,.870000,.220000
.131190,759,9,3.000000,.560000,.240000
.135240,739,2,1.000000,.150000,.150000
.085910,879,5,2.000000,.050000,.050000
.357970,679,10,5.000000,.010000,.430000
.317900,699,12,.000000,.470000,.440000
.353560,739,9,.000000,.790000,.710000
.196450,759,3,.000000,.490000,.120000
.178490,739,13,6.000000,.570000,.110000
.196450,739,7,3.000000,.000000,
.084960,719,21,3.000000,.680000,.270000
.144460,779,8,3.000000,.720000,.350000
.295100,719,14,7.000000,.540000,.290000
.167130,759,10,5.000000,.680000,.240000
.170610,699,5,12.000000,.060000,.030000
.250240,719,10,1.000000,.430000,.280000
.171740,739,10,1.000000,.630000,.280000
.127820,759,12,.000000,.260000,.350000
.216480,719,10,3.000000,.730000,.440000
.158330,759,10,1.000000,.890000,.300000
.357970,699,9,3.000000,.900000,.290000
.280320,679,11,3.000000,.470000,.500000
.214340,719,12,2.000000,.520000,.160000
.176010,699,9,2.000000,.980000,
.204620,679,8,4.000000,.670000,.180000
.357970,759,16,17.000000,.410000,.300000
.125280,799,9,3.000000,.050000,.190000
.184260,679,5,5.000000,.750000,.170000
.247580,739,4,2.000000,.950000,.130000
.232330,719,12,10.000000,.930000,.510000
.356430,699,8,4.000000,1.100000,.330000
.295100,679,6,3.000000,.900000,
.235400,659,5,7.000000,.660000,.190000
.357970,679,9,5.000000,.680000,.290000
.374530,699,9,1.000000,.970000,.230000
.242460,659,6,3.000000,.860000,.230000
.182140,719,4,2.000000,.210000,.080000
.324880,679,3,2.000000,.210000,
.213720,759,1,1.000000,.000000,.030000
.242050,719,12,3.000000,1.010000,.210000
.294640,679,8,6.000000,.920000,.240000
.090650,739,12,6.000000,.560000,.160000
.345770,679,3,6.000000,.010000,.040000
.090650,739,20,.000000,.910000,
.243020,719,7,8.000000,.570000,.290000
.203210,719,2,7.000000,.060000,.140000
.283390,679,5,4.000000,.780000,
.175220,719,11,3.000000,.720000,.400000
.324460,659,7,2.000000,.540000,
.301820,699,13,7.000000,.600000,.210000
.079220,759,10,1.000000,.140000,.180000
.144530,759,8,4.000000,.260000,.080000
.234380,679,30,1.000000,.960000,.360000
.295100,659,3,1.000000,.080000,.160000
.158440,719,14,6.000000,.660000,.240000
.192210,719,16,3.000000,.770000,.340000
.325760,659,4,2.000000,.980000,.390000
.247580,719,5,5.000000,.580000,.160000
.184790,679,8,2.000000,.450000,.350000
.193640,759,3,1.000000,.000000,
.308990,659,10,1.000000,.550000,.230000
.243690,719,17,3.000000,.540000,.500000
.223380,679,7,2.000000,.870000,.180000
.096430,839,11,3.000000,.020000,.020000
.357970,699,2,1.000000,.000000,.100000
.357970,679,7,.000000,.930000,.200000
.305320,679,4,2.000000,.230000,.070000
.120810,719,15,1.000000,.620000,.170000
.210250,759,8,21.000000,.210000,
.164990,779,10,.000000,.730000,.160000
.171980,759,39,3.000000,.340000,.300000
.166620,719,10,1.000000,.670000,.230000
.153240,759,5,1.000000,.240000,.170000
.268770,699,10,4.000000,.850000,.210000
.356430,739,17,3.000000,.900000,.340000
.170610,779,17,4.000000,.440000,.190000
.285440,679,10,4.000000,.280000,.330000
.221860,719,4,.000000,.970000,
.198590,739,11,4.000000,.470000,.360000
.210250,779,9,1.000000,.410000,.340000
.357970,699,10,3.000000,.000000,1.010000
.250130,699,12,.000000,.980000,.310000
.357970,679,6,3.000000,.710000,.480000
.234620,739,14,2.000000,.550000,.430000
.324460,679,9,17.000000,.760000,.120000
.353560,659,8,5.000000,.930000,.140000
.253710,699,14,6.000000,.610000,.450000
.313080,719,1,3.000000,.430000,.050000
.195010,659,9,28.000000,.200000,.170000
.189380,759,5,1.000000,.000000,.380000
.357970,679,0,1.000000,.000000,.040000
.181920,719,5,2.000000,.530000,.390000
.103750,759,6,3.000000,.440000,.080000
.269170,679,9,6.000000,.830000,.230000
.345770,659,10,3.000000,.480000,.090000
.305320,759,4,2.000000,.300000,.070000
.156290,799,13,3.000000,.280000,.320000
.226930,719,8,4.000000,.360000,.110000
.305320,739,6,5.000000,.950000,.230000
.178490,799,7,4.000000,.700000,.180000
.325760,719,8,9.000000,.050000,.260000
.110430,739,5,1.000000,.640000,.330000
.295370,679,2,.000000,.960000,
.357970,719,12,4.000000,.410000,.240000
.241480,779,5,6.000000,.060000,.180000
.344080,639,12,.000000,.920000,.440000
.227120,659,8,7.000000,.780000,.220000
.186330,719,15,4.000000,.450000,.170000
.188520,779,12,5.000000,.320000,.240000
.198590,719,4,1.000000,.600000,.210000
.357970,719,15,7.000000,.980000,.170000
.246140,719,16,4.000000,.000000,
.357970,719,7,3.000000,1.010000,.200000
.221080,679,11,3.000000,.970000,.230000
.305320,659,12,3.000000,.750000,.400000
.295370,679,6,.000000,.980000,.210000
.083410,779,31,1.000000,.190000,.920000
.357970,679,2,2.000000,.300000,.110000
.153240,719,26,2.000000,.520000,.290000
.213420,699,9,12.000000,.320000,.280000
.170900,719,10,1.000000,.930000,
.160050,759,2,.000000,.000000,
.356430,679,4,.000000,.000000,
.272850,679,8,7.000000,.980000,.400000
.170900,739,7,4.000000,.730000,.330000
.163240,699,13,11.000000,.210000,.140000
.215760,699,8,1.000000,.570000,.260000
.103670,839,13,1.000000,.150000,.130000
.356430,699,0,8.000000,.000000,.040000
.320750,739,14,.000000,.640000,.310000
.183160,679,11,7.000000,.510000,.210000
.100380,759,14,2.000000,.690000,.290000
.272460,719,4,2.000000,.040000,.150000
.157520,739,3,.000000,.830000,.200000
.097660,779,13,.000000,.330000,.140000
.292870,739,16,8.000000,.760000,.290000
.318480,679,11,.000000,.830000,.280000
.332860,699,12,2.000000,.950000,.140000
.223620,699,14,1.000000,.590000,.240000
.221650,659,5,1.000000,.990000,.180000
.065890,819,8,.000000,.020000,.030000
.208080,739,13,9.000000,.490000,.360000
.192360,679,15,6.000000,.880000,.240000
.147140,739,10,5.000000,.260000,.350000
.163240,739,12,2.000000,.930000,.440000
.208080,719,7,1.000000,.890000,.220000
.346210,639,5,9.000000,.450000,.190000
.261280,739,18,3.000000,.390000,.260000
.280320,679,7,.000000,.880000,.110000
.310530,659,11,4.000000,.780000,.170000
.260470,679,10,9.000000,.650000,.150000
.357970,719,7,4.000000,.990000,.500000
.168030,679,21,1.000000,.580000,.240000
.233830,799,16,1.000000,.650000,.520000
.257810,719,21,1.000000,.830000,.340000
.176490,739,30,5.000000,.410000,.310000
.191080,699,5,2.000000,.940000,.130000
.299980,739,10,2.000000,.100000,.310000
.170610,779,28,4.000000,.340000,.390000
.124270,699,6,11.000000,.450000,.140000
.356430,779,1,1.000000,.000000,
.293630,659,9,.000000,.940000,
.117660,779,16,3.000000,.300000,.150000
.209840,699,13,3.000000,.980000,.380000
.132270,759,19,5.000000,.390000,.280000
.324460,699,22,5.000000,.930000,.460000
.253300,699,5,5.000000,.960000,.270000
.158330,739,17,10.000000,.400000,.440000
.196450,799,6,.000000,.000000,.300000
.351320,699,17,1.000000,.950000,.440000
.295370,699,9,11.000000,.770000,.130000
.100380,759,16,3.000000,.520000,.180000
.195530,679,13,7.000000,.590000,.300000
.214340,679,17,9.000000,.750000,.140000
.270600,719,13,4.000000,.530000,.310000
.200530,699,15,5.000000,.710000,.180000
.380580,679,4,4.000000,.810000,.200000
.269900,699,7,3.000000,.880000,
.253710,699,9,1.000000,.820000,
.147510,779,21,5.000000,.270000,.230000
.147140,719,20,8.000000,.380000,.130000
.138400,739,10,4.000000,.920000,.140000
.215660,679,11,4.000000,.730000,.340000
.283860,659,5,.000000,.900000,.080000
.142430,679,9,3.000000,.130000,.280000
.175220,679,12,17.000000,.140000,.290000
.234380,679,20,4.000000,.380000,.210000
.186710,719,5,4.000000,.990000,
.148160,719,10,2.000000,.430000,.250000
.166860,739,19,9.000000,.460000,.380000
.242640,739,12,6.000000,.760000,.130000
.150160,779,20,2.000000,.380000,.320000
.141470,739,9,12.000000,.760000,.170000
.117240,779,9,7.000000,.260000,
.313750,719,13,5.000000,.850000,.210000
.184790,699,7,1.000000,.990000,.310000
.374530,679,3,6.000000,.660000,.140000
.175320,719,11,2.000000,.980000,.250000
.303370,659,12,3.000000,.900000,.250000
.166530,719,10,2.000000,.390000,.180000
.273220,699,15,8.000000,.920000,.280000
.228720,699,4,.000000,.850000,.140000
.153240,719,10,9.000000,.930000,.320000
.173220,739,11,4.000000,.960000,.120000
.124610,799,3,2.000000,.020000,.230000
.357970,759,1,4.000000,.000000,.060000
.316160,679,8,3.000000,.630000,.320000
.181970,719,15,5.000000,.910000,.220000
.189900,679,7,6.000000,.980000,.080000
.295100,679,5,3.000000,.980000,.180000
.248070,679,9,3.000000,.920000,.180000
.163040,699,10,11.000000,.250000,.140000
.294860,679,10,3.000000,.160000,.140000
.182140,759,9,.000000,.330000,.260000
.215660,719,9,5.000000,.460000,
.149650,819,13,1.000000,.550000,.440000
.198590,659,4,7.000000,.610000,.230000
.223520,699,13,2.000000,1.040000,.280000
.253590,699,12,7.000000,.500000,.260000
.083410,799,9,3.000000,.050000,.100000
.148160,739,11,3.000000,.960000,
.212900,699,10,4.000000,.910000,.140000
.346210,659,14,4.000000,1.000000,.420000
.094340,739,8,1.000000,.250000,.210000
.332860,699,24,3.000000,.770000,.200000
.378530,659,5,3.000000,.000000,.220000
.205930,719,12,1.000000,.490000,.330000
.358380,659,5,1.000000,.140000,.090000
.202170,679,12,6.000000,.490000,.180000
.285950,679,24,.000000,.760000,.320000
.209330,659,3,5.000000,.090000,.120000
.219450,719,12,7.000000,.440000,.450000
.090300,739,11,6.000000,.480000,.250000
.346210,659,8,3.000000,.960000,.340000
.160560,799,4,.000000,.960000,.040000
.323930,739,18,2.000000,.370000,.430000
.357970,719,7,5.000000,.460000,
.193640,779,18,7.000000,.440000,.320000
.269170,719,9,5.000000,.150000,.290000
.176010,679,17,.000000,.850000,.300000
.164990,759,6,2.000000,.390000,.140000
.153240,759,17,4.000000,.370000,.380000
.238470,659,8,6.000000,.000000,.190000
.246140,679,12,8.000000,.760000,.130000
.305320,739,5,3.000000,.290000,.430000
.200810,759,11,1.000000,.760000,.220000
.351320,699,5,5.000000,.940000,.080000
.292540,659,10,10.000000,.700000,.260000
.217380,679,7,2.000000,1.000000,.080000
.200810,719,13,1.000000,.850000,.150000
.272850,679,5,5.000000,.630000,.170000
.158330,699,27,12.000000,.640000,.310000
.293630,659,7,2.000000,.960000,.220000
.231310,699,14,3.000000,.740000,.500000
.225490,659,15,11.000000,.410000,.300000
.333930,679,18,13.000000,.570000,.110000
.218320,739,10,13.000000,.750000,.120000
.208330,679,3,3.000000,.000000,.210000
.152710,759,18,4.000000,.270000,.260000
.171920,699,7,4.000000,.680000,.120000
.136970,759,19,1.000000,.640000,.210000
.310320,679,10,.000000,.880000,
.127820,759,12,3.000000,.140000,.170000
.227120,679,7,.000000,.870000,.140000
.356430,679,4,9.000000,.670000,.090000
.332860,719,13,.000000,.620000,.600000
.170900,679,11,5.000000,.940000,.210000
.288510,699,6,3.000000,.760000,.370000
.218320,719,16,1.000000,.970000,.520000
.352440,639,8,6.000000,.900000,
.310530,659,4,2.000000,.450000,.130000
.380580,659,19,4.000000,.990000,.200000
.223620,679,6,2.000000,.950000,.290000
.227120,699,13,7.000000,.520000,.150000
.205240,719,16,.000000,.990000,.520000
.125280,819,5,3.000000,.150000,.110000
.295100,659,12,3.000000,.290000,.390000
.250130,679,10,5.000000,.870000,.270000
.135240,759,6,2.000000,.110000,.150000
.346210,659,10,5.000000,.930000,.510000
.182140,779,20,14.000000,.240000,.100000
.332150,659,15,1.000000,.960000,.140000
.356430,679,8,4.000000,.250000,.200000
.184780,719,5,1.000000,.020000,.130000
.167320,699,12,4.000000,.330000,.230000
.212900,679,9,1.000000,.550000,.190000
.117600,799,7,2.000000,.150000,.080000
.339730,699,10,13.000000,.000000,.400000
.247580,719,23,6.000000,.870000,.170000
.225490,719,9,.000000,.880000,.210000
.261280,679,8,2.000000,.950000,.080000
.135450,679,28,2.000000,.640000,.480000
.294640,719,7,3.000000,.510000,
.239840,719,10,.000000,.980000,.440000
.125280,739,8,2.000000,.110000,.180000
.173060,759,4,1.000000,.000000,
.132470,739,1,1.000000,.460000,.170000
.196450,719,9,6.000000,.770000,.310000
.207050,659,9,8.000000,.210000,.410000
